order_id,customer_id,order_date,status,subtotal,shipping,tax,total,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,created_at,updated_at
51,791,2025-12-06 07:57:30.570307,completed,796.52,0.0,63.72,860.24,debit_card,421 Lopez Pass,North Carolyn,ND,97117,2025-12-06 07:57:30.570307,2025-12-11 07:57:30.570307
52,534,2025-10-24 06:16:54.764963,processing,302.32,0.0,24.19,326.51,debit_card,53912 Horne Passage,Morganfurt,AS,82040,2025-10-24 06:16:54.764963,2025-10-24 06:16:54.764963
53,724,2024-03-02 04:18:32.064322,completed,409.63,0.0,32.77,442.4,paypal,02302 Sawyer Rue Suite 052,West Joyce,CT,38416,2024-03-02 04:18:32.064322,2024-03-03 04:18:32.064322
54,209,2025-03-21 16:32:06.908794,completed,190.84,0.0,15.27,206.11,apple_pay,44397 Mike Spur,Millerfort,DC,42869,2025-03-21 16:32:06.908794,2025-03-26 16:32:06.908794
55,462,2024-09-02 18:47:07.464871,processing,766.62,0.0,61.33,827.95,credit_card,306 Christina Loaf Apt. 845,South Terri,MT,76304,2024-09-02 18:47:07.464871,2024-09-03 18:47:07.464871
56,662,2025-10-04 18:04:36.589575,completed,684.29,0.0,54.74,739.03,credit_card,2776 Woods Manor,South Micheleborough,WY,33401,2025-10-04 18:04:36.589575,2025-10-07 18:04:36.589575
57,14,2025-06-02 17:19:04.924975,shipped,839.43,0.0,67.15,906.58,debit_card,870 Samantha Crossing,Andersonmouth,TN,70117,2025-06-02 17:19:04.924975,2025-06-07 17:19:04.924975
58,377,2025-11-05 04:30:51.613957,completed,1164.92,0.0,93.19,1258.11,debit_card,96003 Simmons Green Apt. 958,Valdezborough,WI,75793,2025-11-05 04:30:51.613957,2025-11-08 04:30:51.613957
59,295,2025-10-13 07:30:52.725852,completed,164.72,0.0,13.18,177.9,apple_pay,75164 Vanessa Village Apt. 791,East Julieborough,MT,91785,2025-10-13 07:30:52.725852,2025-10-14 07:30:52.725852
60,260,2025-08-08 19:43:38.353153,completed,717.06,0.0,57.36,774.42,apple_pay,71487 Peggy Crescent,Batesbury,IA,28241,2025-08-08 19:43:38.353153,2025-08-10 19:43:38.353153
61,381,2025-06-27 16:01:35.158263,completed,41.3,0.0,3.3,44.6,apple_pay,17768 Taylor Rapids Apt. 477,Davidside,MN,80928,2025-06-27 16:01:35.158263,2025-06-28 16:01:35.158263
62,833,2025-12-16 07:54:46.450778,completed,466.8,0.0,37.34,504.14,paypal,14872 Michael Lakes Suite 856,Dalemouth,KY,85456,2025-12-16 07:54:46.450778,2025-12-21 07:54:46.450778
63,272,2025-11-24 17:31:21.572262,completed,607.07,0.0,48.57,655.64,paypal,1538 Kelly Orchard,Josephtown,WA,83230,2025-11-24 17:31:21.572262,2025-11-27 17:31:21.572262
64,94,2026-01-19 09:06:59.403713,completed,99.41,0.0,7.95,107.36,debit_card,2239 Drake Square Suite 905,New Stacy,MP,65018,2026-01-19 09:06:59.403713,2026-01-21 09:06:59.403713
65,991,2024-04-12 20:34:23.737511,processing,607.38,0.0,48.59,655.97,apple_pay,7547 Melissa Brooks,Elizabethburgh,MT,04656,2024-04-12 20:34:23.737511,2024-04-17 20:34:23.737511
66,954,2024-11-21 08:09:34.510729,returned,970.74,0.0,77.66,1048.4,apple_pay,680 Phillips Vista Suite 442,West Tracyside,WY,29658,2024-11-21 08:09:34.510729,2024-11-22 08:09:34.510729
67,633,2025-10-17 12:16:56.905906,cancelled,4169.2,0.0,333.54,4502.74,apple_pay,43586 Travis Lodge Apt. 251,Port Stephen,HI,52174,2025-10-17 12:16:56.905906,2025-10-17 12:16:56.905906
68,249,2025-08-13 11:02:38.781297,cancelled,1655.42,0.0,132.43,1787.85,debit_card,90063 Nicholas Garden Apt. 106,North Matthewborough,TX,88181,2025-08-13 11:02:38.781297,2025-08-18 11:02:38.781297
69,163,2025-10-15 11:29:46.086658,processing,2670.0,0.0,213.6,2883.6,credit_card,046 Tyler Freeway Suite 743,Gregorystad,WY,05402,2025-10-15 11:29:46.086658,2025-10-15 11:29:46.086658
70,575,2025-03-24 17:04:11.841605,completed,4586.93,0.0,366.95,4953.88,credit_card,89523 Duane Estate,New Chadtown,WI,46258,2025-03-24 17:04:11.841605,2025-03-27 17:04:11.841605
71,18,2025-08-15 04:06:41.372335,returned,2285.35,0.0,182.83,2468.18,credit_card,93149 Laura Port,West Amandastad,CA,66818,2025-08-15 04:06:41.372335,2025-08-19 04:06:41.372335
72,150,2024-07-24 17:56:15.647414,completed,4268.79,0.0,341.5,4610.29,debit_card,641 Shaw Trail,Port Dennis,OH,26467,2024-07-24 17:56:15.647414,2024-07-29 17:56:15.647414
73,858,2025-10-23 10:15:48.362436,returned,447.88,0.0,35.83,483.71,apple_pay,977 Kathleen Rue Suite 772,Kennethport,ID,83032,2025-10-23 10:15:48.362436,2025-10-28 10:15:48.362436
74,105,2025-05-25 10:29:27.500447,processing,3656.06,0.0,292.48,3948.54,paypal,0993 Barber Forges Suite 584,Port Diane,OH,24242,2025-05-25 10:29:27.500447,2025-05-30 10:29:27.500447
75,695,2026-01-10 09:39:34.522990,completed,141.55,0.0,11.32,152.87,apple_pay,209 John Alley,South Christinabury,WV,23463,2026-01-10 09:39:34.522990,2026-01-10 09:39:34.522990
76,549,2026-01-18 18:11:42.373568,shipped,219.84,0.0,17.59,237.43,debit_card,0717 Megan Mountain Apt. 595,East Elizabethland,AR,01775,2026-01-18 18:11:42.373568,2026-01-23 18:11:42.373568
77,42,2025-11-29 13:25:52.516239,processing,27.72,0.0,2.22,29.94,apple_pay,528 Debbie Manors Suite 054,East Matthew,WI,64237,2025-11-29 13:25:52.516239,2025-12-02 13:25:52.516239
78,788,2025-09-13 06:07:29.863156,completed,1257.84,0.0,100.63,1358.47,debit_card,2000 Anderson Glens Apt. 070,Wilsonbury,KY,73983,2025-09-13 06:07:29.863156,2025-09-18 06:07:29.863156
79,750,2025-10-14 21:18:01.892261,completed,304.1,0.0,24.33,328.43,paypal,902 John Spring,South Timothyside,TX,58408,2025-10-14 21:18:01.892261,2025-10-18 21:18:01.892261
80,7,2025-06-27 21:30:40.945384,cancelled,1198.87,0.0,95.91,1294.78,paypal,34309 Julie Centers Apt. 978,North Susan,CO,24857,2025-06-27 21:30:40.945384,2025-07-02 21:30:40.945384
81,246,2026-01-11 00:15:02.129651,processing,549.85,0.0,43.99,593.84,paypal,3027 Makayla Rapids Apt. 859,Stevensshire,AZ,97139,2026-01-11 00:15:02.129651,2026-01-16 00:15:02.129651
82,756,2025-05-30 00:42:17.151158,completed,3775.74,0.0,302.06,4077.8,credit_card,333 Sweeney Spring Suite 082,Jimenezland,UT,27612,2025-05-30 00:42:17.151158,2025-06-01 00:42:17.151158
83,116,2025-03-17 21:35:23.442229,returned,1989.71,0.0,159.18,2148.89,debit_card,799 Craig Ville Suite 608,North Oscarton,TN,07920,2025-03-17 21:35:23.442229,2025-03-17 21:35:23.442229
84,873,2026-01-18 19:23:01.137590,completed,354.2,0.0,28.34,382.54,paypal,02230 Jeffrey Heights Apt. 567,Castanedaville,HI,47611,2026-01-18 19:23:01.137590,2026-01-19 19:23:01.137590
85,828,2024-11-25 03:23:02.699966,completed,542.13,0.0,43.37,585.5,debit_card,804 Laura Flat,Angelaland,MP,44232,2024-11-25 03:23:02.699966,2024-11-30 03:23:02.699966
86,268,2024-10-25 12:59:38.037681,cancelled,903.03,0.0,72.24,975.27,credit_card,598 Robert Drives,Victoriachester,MS,03897,2024-10-25 12:59:38.037681,2024-10-28 12:59:38.037681
87,352,2026-01-18 01:33:49.671329,cancelled,2375.25,0.0,190.02,2565.27,paypal,43244 Baker Overpass,Bethstad,WI,84626,2026-01-18 01:33:49.671329,2026-01-22 01:33:49.671329
88,818,2026-01-18 01:33:22.493119,completed,459.36,0.0,36.75,496.11,credit_card,6634 Travis Hollow Apt. 829,East Richardview,MA,20515,2026-01-18 01:33:22.493119,2026-01-21 01:33:22.493119
89,89,2023-05-11 18:52:43.535544,completed,1808.17,0.0,144.65,1952.82,credit_card,832 Sarah Burg,New Michael,MP,91394,2023-05-11 18:52:43.535544,2023-05-16 18:52:43.535544
90,548,2024-11-20 12:48:53.600817,shipped,936.48,0.0,74.92,1011.4,apple_pay,22069 Calhoun Island Suite 120,Lake Derekmouth,MH,41624,2024-11-20 12:48:53.600817,2024-11-20 12:48:53.600817
91,617,2025-12-15 13:21:25.341306,processing,442.08,0.0,35.37,477.45,debit_card,909 Glen Plain Suite 987,Monicastad,DE,93157,2025-12-15 13:21:25.341306,2025-12-19 13:21:25.341306
92,23,2024-03-04 04:43:38.529797,returned,1216.25,0.0,97.3,1313.55,credit_card,49947 Taylor Hollow,Benderhaven,ND,65223,2024-03-04 04:43:38.529797,2024-03-07 04:43:38.529797
93,892,2026-01-18 18:27:13.125260,shipped,963.54,0.0,77.08,1040.62,credit_card,07883 George Mill,Lake Ronald,MI,38591,2026-01-18 18:27:13.125260,2026-01-20 18:27:13.125260
94,689,2025-12-11 21:56:40.577038,completed,806.86,0.0,64.55,871.41,credit_card,5979 Hall Creek,South Bobby,RI,94428,2025-12-11 21:56:40.577038,2025-12-12 21:56:40.577038
95,888,2026-01-18 23:08:57.110481,completed,1040.34,0.0,83.23,1123.57,credit_card,9379 Jacobs Road,Meganburgh,HI,41529,2026-01-18 23:08:57.110481,2026-01-23 23:08:57.110481
96,878,2025-02-09 21:55:14.600692,completed,36.42,0.0,2.91,39.33,credit_card,4499 Smith Forks,New Daniel,IN,52036,2025-02-09 21:55:14.600692,2025-02-09 21:55:14.600692
97,510,2024-07-08 14:59:07.095356,completed,1130.92,0.0,90.47,1221.39,apple_pay,39304 Ryan Junction Apt. 802,Curtisport,WI,68788,2024-07-08 14:59:07.095356,2024-07-13 14:59:07.095356
98,623,2024-04-15 23:19:08.936520,cancelled,1266.87,0.0,101.35,1368.22,paypal,60234 Vincent Curve Apt. 521,Smithmouth,HI,28638,2024-04-15 23:19:08.936520,2024-04-19 23:19:08.936520
99,86,2026-01-18 14:26:11.968365,completed,640.3,0.0,51.22,691.52,credit_card,1799 Kyle Streets,North Alexander,DC,92447,2026-01-18 14:26:11.968365,2026-01-21 14:26:11.968365
100,745,2025-05-24 08:10:34.473500,completed,327.39,0.0,26.19,353.58,debit_card,1724 Jennifer Junctions,Port Raymond,CT,43443,2025-05-24 08:10:34.473500,2025-05-26 08:10:34.473500
101,862,2024-12-29 21:07:53.286870,processing,186.51,0.0,14.92,201.43,debit_card,4042 David River Suite 920,Ramosstad,AS,35581,2024-12-29 21:07:53.286870,2024-12-29 21:07:53.286870
102,504,2025-04-07 21:59:48.064342,completed,113.01,0.0,9.04,122.05,credit_card,90529 William Trail Suite 683,South Brianburgh,VT,58111,2025-04-07 21:59:48.064342,2025-04-09 21:59:48.064342
103,17,2026-01-13 20:30:33.420921,completed,226.34,0.0,18.11,244.45,paypal,6417 Kaitlyn Center Suite 310,East Jamestown,RI,20474,2026-01-13 20:30:33.420921,2026-01-14 20:30:33.420921
104,592,2025-12-13 03:23:14.133323,completed,909.99,0.0,72.8,982.79,credit_card,806 Zhang Terrace Apt. 006,New Sarah,PW,65752,2025-12-13 03:23:14.133323,2025-12-15 03:23:14.133323
105,343,2025-09-06 02:59:19.771574,completed,325.37,0.0,26.03,351.4,credit_card,2118 Jared Overpass Apt. 126,Millsshire,WV,30966,2025-09-06 02:59:19.771574,2025-09-07 02:59:19.771574
106,167,2025-06-13 02:30:56.337228,processing,1138.57,0.0,91.09,1229.66,apple_pay,3966 Stephens Freeway,Lake Elizabeth,WA,93812,2025-06-13 02:30:56.337228,2025-06-14 02:30:56.337228
107,920,2025-12-17 11:24:34.891849,completed,704.05,0.0,56.32,760.37,paypal,627 Alvarado Circles Apt. 463,North Ericview,MP,69705,2025-12-17 11:24:34.891849,2025-12-18 11:24:34.891849
108,549,2026-01-18 15:06:22.788972,processing,247.57,0.0,19.81,267.38,debit_card,0717 Megan Mountain Apt. 595,East Elizabethland,AR,01775,2026-01-18 15:06:22.788972,2026-01-22 15:06:22.788972
109,55,2025-05-07 03:37:52.170746,completed,598.36,0.0,47.87,646.23,credit_card,25787 Catherine Passage,West Sarah,MD,21800,2025-05-07 03:37:52.170746,2025-05-11 03:37:52.170746
110,567,2024-08-18 19:27:12.951086,cancelled,653.86,0.0,52.31,706.17,apple_pay,800 Samantha Orchard Apt. 214,West Steven,PR,26042,2024-08-18 19:27:12.951086,2024-08-23 19:27:12.951086
111,40,2025-09-14 22:45:41.225435,completed,4579.72,0.0,366.38,4946.1,credit_card,9058 Lance Mission Apt. 054,Lake Michelleland,RI,78368,2025-09-14 22:45:41.225435,2025-09-17 22:45:41.225435
112,820,2025-07-06 04:25:59.578966,processing,295.86,0.0,23.67,319.53,debit_card,703 Dustin Cape,Durhamview,OH,45013,2025-07-06 04:25:59.578966,2025-07-10 04:25:59.578966
113,484,2025-07-01 05:05:47.875826,completed,399.59,0.0,31.97,431.56,apple_pay,85969 Dylan Port Apt. 408,Ashleyborough,HI,25453,2025-07-01 05:05:47.875826,2025-07-02 05:05:47.875826
114,456,2026-01-12 14:22:25.399848,completed,3860.5,0.0,308.84,4169.34,apple_pay,370 David Summit Suite 244,Martinchester,IL,96073,2026-01-12 14:22:25.399848,2026-01-12 14:22:25.399848
115,357,2026-01-19 00:02:14.820783,completed,607.82,0.0,48.63,656.45,paypal,704 White Locks Apt. 715,Lake Michelletown,GA,42316,2026-01-19 00:02:14.820783,2026-01-23 00:02:14.820783
116,226,2026-01-19 06:41:30.188164,completed,1459.64,0.0,116.77,1576.41,debit_card,412 Ashley Underpass Suite 818,East Stephanieside,OK,99803,2026-01-19 06:41:30.188164,2026-01-23 06:41:30.188164
117,122,2025-02-09 21:48:38.252151,cancelled,468.52,0.0,37.48,506.0,debit_card,814 John Flat Suite 552,North Justin,CA,25863,2025-02-09 21:48:38.252151,2025-02-12 21:48:38.252151
118,885,2025-12-11 06:26:19.446575,completed,264.07,0.0,21.13,285.2,debit_card,01101 Coleman Mall,Port Brendaborough,OH,34307,2025-12-11 06:26:19.446575,2025-12-12 06:26:19.446575
119,841,2025-10-15 18:04:43.454257,processing,168.21,0.0,13.46,181.67,paypal,83603 William Wells Suite 477,Lake Ashleychester,TN,87665,2025-10-15 18:04:43.454257,2025-10-20 18:04:43.454257
120,832,2025-09-23 07:34:59.533055,completed,516.61,0.0,41.33,557.94,debit_card,68771 Heath Union Apt. 209,Katrinaton,NM,53574,2025-09-23 07:34:59.533055,2025-09-27 07:34:59.533055
121,154,2025-11-22 00:53:29.299582,completed,792.99,0.0,63.44,856.43,paypal,264 Cole Curve,Lake Dillon,ND,90160,2025-11-22 00:53:29.299582,2025-11-23 00:53:29.299582
122,369,2025-09-08 06:09:27.321691,cancelled,109.41,0.0,8.75,118.16,paypal,083 Michael Bypass Suite 158,West Angelaside,PR,97659,2025-09-08 06:09:27.321691,2025-09-08 06:09:27.321691
123,755,2026-01-04 11:43:14.150217,completed,717.14,0.0,57.37,774.51,paypal,2094 Brown Locks,Rossmouth,AL,52330,2026-01-04 11:43:14.150217,2026-01-05 11:43:14.150217
124,799,2025-06-05 13:12:00.130954,processing,1068.53,0.0,85.48,1154.01,apple_pay,98306 Jack Freeway Suite 540,New Coryport,LA,35687,2025-06-05 13:12:00.130954,2025-06-06 13:12:00.130954
125,365,2024-09-03 20:23:40.474181,completed,1498.69,0.0,119.9,1618.59,credit_card,3273 Anderson Circles Apt. 397,Sanchezmouth,IA,23684,2024-09-03 20:23:40.474181,2024-09-06 20:23:40.474181
126,807,2025-11-28 16:10:10.866282,completed,264.54,0.0,21.16,285.7,apple_pay,063 Hunt Forges Apt. 101,South Andrea,MS,79286,2025-11-28 16:10:10.866282,2025-11-30 16:10:10.866282
127,538,2026-01-13 12:46:40.995419,completed,739.2,0.0,59.14,798.34,credit_card,6664 Charles Rue,Hendricksport,VI,11844,2026-01-13 12:46:40.995419,2026-01-16 12:46:40.995419
128,453,2024-05-30 16:19:13.057163,completed,885.49,0.0,70.84,956.33,debit_card,2565 Adrian Tunnel Apt. 461,Hutchinsonmouth,FL,06009,2024-05-30 16:19:13.057163,2024-05-30 16:19:13.057163
129,667,2026-01-18 13:28:25.240654,completed,147.75,0.0,11.82,159.57,debit_card,6794 Christina Trail,Romerohaven,NE,43636,2026-01-18 13:28:25.240654,2026-01-23 13:28:25.240654
130,257,2025-07-04 21:07:42.303614,processing,831.82,0.0,66.55,898.37,paypal,2237 Wayne Creek,Bradleyborough,HI,26838,2025-07-04 21:07:42.303614,2025-07-09 21:07:42.303614
131,219,2025-09-04 04:25:21.087039,cancelled,748.44,0.0,59.88,808.32,paypal,93417 Glen Estate Suite 167,Jimmyside,AR,02877,2025-09-04 04:25:21.087039,2025-09-08 04:25:21.087039
132,585,2025-10-25 10:50:52.903980,returned,1165.09,0.0,93.21,1258.3,apple_pay,202 Ellis Union Apt. 172,Lake Laura,LA,07332,2025-10-25 10:50:52.903980,2025-10-30 10:50:52.903980
133,660,2025-06-17 02:47:41.008719,completed,154.57,0.0,12.37,166.94,paypal,19335 Amber Fall,East Kenneth,NH,12775,2025-06-17 02:47:41.008719,2025-06-21 02:47:41.008719
